uf,cod_uf,cod_mun,municipio,pop
PE,26,00104,Afogados da Ingazeira,36709
PE,26,00203,Afrânio,19031
PE,26,00302,Agrestina,24256
PE,26,00401,Água Preta,35698
PE,26,00500,Águas Belas,42566
PE,26,00609,Alagoinha,14341
PE,26,00708,Aliança,38255
PE,26,00807,Altinho,22876
PE,26,00906,Amaraji,22643
PE,26,01003,Angelim,10882
PE,26,01052,Araçoiaba,19816
PE,26,01102,Araripina,82800
PE,26,01201,Arcoverde,72625
PE,26,01300,Barra de Guabiraba,13953
PE,26,01409,Barreiros,42220
PE,26,01508,Belém de Maria,11888
PE,26,01607,Belém de São Francisco,20675
PE,26,01706,Belo Jardim,75462
PE,26,01805,Betânia,12539
PE,26,01904,Bezerros,60386
PE,26,02001,Bodocó,37317
PE,26,02100,Bom Conselho,47760
PE,26,02209,Bom Jardim,38924
PE,26,02308,Bonito,38094
PE,26,02407,Brejão,8989
PE,26,02506,Brejinho,7464
PE,26,02605,Brejo da Madre de Deus,49092
PE,26,02704,Buenos Aires,13012
PE,26,02803,Buíque,56523
PE,26,02902,Cabo de Santo Agostinho,200546
PE,26,03009,Cabrobó,33247
PE,26,03108,Cachoeirinha,19951
PE,26,03207,Caetés,28145
PE,26,03306,Calçado,11136
PE,26,03405,Calumbi,5745
PE,26,03454,Camaragibe,154054
PE,26,03504,Camocim de São Félix,18292
PE,26,03603,Camutanga,8450
PE,26,03702,Canhotinho,24837
PE,26,03801,Capoeiras,19997
PE,26,03900,Carnaíba,19318
PE,26,03926,Carnaubeira da Penha,12603
PE,26,04007,Carpina,81054
PE,26,04106,Caruaru,347088
PE,26,04155,Casinhas,14219
PE,26,04205,Catende,41369
PE,26,04304,Cedro,11515
PE,26,04403,Chã de Alegria,13206
PE,26,04502,Chã Grande,21274
PE,26,04601,Condado,25823
PE,26,04700,Correntes,17968
PE,26,04809,Cortês,12602
PE,26,04908,Cumaru,13132
PE,26,05004,Cupira,23841
PE,26,05103,Custódia,36184
PE,26,05152,Dormentes,18321
PE,26,05202,Escada,67381
PE,26,05301,Exu,31928
PE,26,05400,Feira Nova,21710
PE,26,05459,Fernando de Noronha,2930
PE,26,05509,Ferreiros,11957
PE,26,05608,Flores,22588
PE,26,05707,Floresta,31809
PE,26,05806,Frei Miguelinho,15137
PE,26,05905,Gameleira,30132
PE,26,06002,Garanhuns,136949
PE,26,06101,Glória do Goitá,30220
PE,26,06200,Goiana,78618
PE,26,06309,Granito,7308
PE,26,06408,Gravatá,81893
PE,26,06507,Iati,19010
PE,26,06606,Ibimirim,28604
PE,26,06705,Ibirajuba,7725
PE,26,06804,Igarassu,112463
PE,26,06903,Iguaraci,12137
PE,26,07604,Ilha de Itamaracá,24888
PE,26,07000,Inajá,21932
PE,26,07109,Ingazeira,4556
PE,26,07208,Ipojuca,91341
PE,26,07307,Ipubi,29721
PE,26,07406,Itacuruba,4754
PE,26,07505,Itaíba,26412
PE,26,07653,Itambé,36278
PE,26,07703,Itapetim,13780
PE,26,07752,Itapissuma,25798
PE,26,07802,Itaquitinga,16753
PE,26,07901,Jaboatão dos Guararapes,686122
PE,26,07950,Jaqueira,11664
PE,26,08008,Jataúba,16858
PE,26,08057,Jatobá,14587
PE,26,08107,João Alfredo,32939
PE,26,08206,Joaquim Nabuco,16021
PE,26,08255,Jucati,11202
PE,26,08305,Jupi,14525
PE,26,08404,Jurema,15171
PE,26,08453,Lagoa do Carro,17454
PE,26,08503,Lagoa do Itaenga,21276
PE,26,08602,Lagoa do Ouro,12865
PE,26,08701,Lagoa dos Gatos,16161
PE,26,08750,Lagoa Grande,24757
PE,26,08800,Lajedo,39240
PE,26,08909,Limoeiro,56269
PE,26,09006,Macaparana,25011
PE,26,09105,Machados,15313
PE,26,09154,Manari,20302
PE,26,09204,Maraial,11711
PE,26,09303,Mirandiba,15098
PE,26,14303,Moreilândia,11242
PE,26,09402,Moreno,61016
PE,26,09501,Nazaré da Mata,32064
PE,26,09600,Olinda,389494
PE,26,09709,Orobó,23663
PE,26,09808,Orocó,14445
PE,26,09907,Ouricuri,67676
PE,26,10004,Palmares,62300
PE,26,10103,Palmeirina,7969
PE,26,10202,Panelas,26464
PE,26,10301,Paranatama,11357
PE,26,10400,Parnamirim,21193
PE,26,10509,Passira,28982
PE,26,10608,Paudalho,55028
PE,26,10707,Paulista,322730
PE,26,10806,Pedra,22401
PE,26,10905,Pesqueira,66153
PE,26,11002,Petrolândia,35342
PE,26,11101,Petrolina,331951
PE,26,11200,Poção,11265
PE,26,11309,Pombos,26841
PE,26,11408,Primavera,14509
PE,26,11507,Quipapá,25536
PE,26,11533,Quixaba,6823
PE,26,11606,Recife,1617183
PE,26,11705,Riacho das Almas,20177
PE,26,11804,Ribeirão,46659
PE,26,11903,Rio Formoso,23181
PE,26,12000,Sairé,10437
PE,26,12109,Salgadinho,10423
PE,26,12208,Salgueiro,59769
PE,26,12307,Saloá,15742
PE,26,12406,Sanharó,25047
PE,26,12455,Santa Cruz,14857
PE,26,12471,Santa Cruz da Baixa Verde,12375
PE,26,12505,Santa Cruz do Capibaribe,101485
PE,26,12554,Santa Filomena,14172
PE,26,12604,Santa Maria da Boa Vista,41293
PE,26,12703,Santa Maria do Cambucá,13826
PE,26,12802,Santa Terezinha,11627
PE,26,12901,São Benedito do Sul,15305
PE,26,13008,São Bento do Una,57659
PE,26,13107,São Caitano,36763
PE,26,13206,São João,22403
PE,26,13305,São Joaquim do Monte,21171
PE,26,13404,São José da Coroa Grande,20335
PE,26,13503,São José do Belmonte,33677
PE,26,13602,São José do Egito,33365
PE,26,13701,São Lourenço da Mata,110264
PE,26,13800,São Vicente Ferrer,17763
PE,26,13909,Serra Talhada,84352
PE,26,14006,Serrita,19017
PE,26,14105,Sertânia,35367
PE,26,14204,Sirinhaém,44187
PE,26,14402,Solidão,5949
PE,26,14501,Surubim,63166
PE,26,14600,Tabira,27958
PE,26,14709,Tacaimbó,12891
PE,26,14808,Tacaratu,24626
PE,26,14857,Tamandaré,22591
PE,26,15003,Taquaritinga do Norte,27592
PE,26,15102,Terezinha,7057
PE,26,15201,Terra Nova,10185
PE,26,15300,Timbaúba,53581
PE,26,15409,Toritama,42123
PE,26,15508,Tracunhaém,13596
PE,26,15607,Trindade,29519
PE,26,15706,Triunfo,15250
PE,26,15805,Tupanatinga,26454
PE,26,15904,Tuparetama,8149
PE,26,16001,Venturosa,17870
PE,26,16100,Verdejante,9450
PE,26,16183,Vertente do Lério,7746
PE,26,16209,Vertentes,19976
PE,26,16308,Vicência,32157
PE,26,16407,Vitória de Santo Antão,135805
PE,26,16506,Xexéu,14584
AL,27,00102,Água Branca,20434
AL,27,00201,Anadia,17847
AL,27,00300,Arapiraca,231053
AL,27,00409,Atalaia,47298
AL,27,00508,Barra de Santo Antônio,15742
AL,27,00607,Barra de São Miguel,8266
AL,27,00706,Batalha,18496
AL,27,00805,Belém,4585
AL,27,00904,Belo Monte,6775
AL,27,01001,Boca da Mata,27399
AL,27,01100,Branquinha,10745
AL,27,01209,Cacimbinhas,10818
AL,27,01308,Cajueiro,21355
AL,27,01357,Campestre,6978
AL,27,01407,Campo Alegre,56430
AL,27,01506,Campo Grande,9664
AL,27,01605,Canapi,17976
AL,27,01704,Capela,17507
AL,27,01803,Carneiros,8969
AL,27,01902,Chã Preta,7421
AL,27,02009,Coité do Nóia,10992
AL,27,02108,Colônia Leopoldina,21636
AL,27,02207,Coqueiro Seco,5870
AL,27,02306,Coruripe,56631
AL,27,02355,Craíbas,24288
AL,27,02405,Delmiro Gouveia,51997
AL,27,02504,Dois Riachos,11224
AL,27,02553,Estrela de Alagoas,18306
AL,27,02603,Feira Grande,22432
AL,27,02702,Feliz Deserto,4746
AL,27,02801,Flexeiras,12917
AL,27,02900,Girau do Ponciano,40519
AL,27,03007,Ibateguara,15803
AL,27,03106,Igaci,26041
AL,27,03205,Igreja Nova,24575
AL,27,03304,Inhapi,18621
AL,27,03403,Jacaré dos Homens,5429
AL,27,03502,Jacuípe,7162
AL,27,03601,Japaratinga,8350
AL,27,03700,Jaramataia,5695
AL,27,03759,Jequiá da Praia,11869
AL,27,03809,Joaquim Gomes,24061
AL,27,03908,Jundiá,4269
AL,27,04005,Junqueiro,25084
AL,27,04104,Lagoa da Canoa,18343
AL,27,04203,Limoeiro de Anadia,28621
AL,27,04302,Maceió,1013773
AL,27,04401,Major Isidoro,20047
AL,27,04906,Mar Vermelho,3622
AL,27,04500,Maragogi,32171
AL,27,04609,Maravilha,9770
AL,27,04708,Marechal Deodoro,51132
AL,27,04807,Maribondo,13665
AL,27,05002,Mata Grande,25590
AL,27,05101,Matriz de Camaragibe,25008
AL,27,05200,Messias,17576
AL,27,05309,Minador do Negrão,5425
AL,27,05408,Monteirópolis,7241
AL,27,05507,Murici,28335
AL,27,05606,Novo Lino,12643
AL,27,05705,Olho d'Água das Flores,21641
AL,27,05804,Olho d'Água do Casado,9298
AL,27,05903,Olho d'Água Grande,5178
AL,27,06000,Olivença,11688
AL,27,06109,Ouro Branco,11537
AL,27,06208,Palestina,5004
AL,27,06307,Palmeira dos Índios,73878
AL,27,06406,Pão de Açúcar,24878
AL,27,06422,Pariconha,10601
AL,27,06448,Paripueira,12887
AL,27,06505,Passo de Camaragibe,15419
AL,27,06604,Paulo Jacinto,7682
AL,27,06703,Penedo,64074
AL,27,06802,Piaçabuçu,18011
AL,27,06901,Pilar,35295
AL,27,07008,Pindoba,2956
AL,27,07107,Piranhas,24950
AL,27,07206,Poço das Trincheiras,14493
AL,27,07305,Porto Calvo,27288
AL,27,07404,Porto de Pedras,8151
AL,27,07503,Porto Real do Colégio,20205
AL,27,07602,Quebrangulo,11592
AL,27,07701,Rio Largo,75645
AL,27,07800,Roteiro,6803
AL,27,07909,Santa Luzia do Norte,7325
AL,27,08006,Santana do Ipanema,47820
AL,27,08105,Santana do Mundaú,11009
AL,27,08204,São Brás,7034
AL,27,08303,São José da Laje,24048
AL,27,08402,São José da Tapera,32271
AL,27,08501,São Luís do Quitunde,34623
AL,27,08600,São Miguel dos Campos,60539
AL,27,08709,São Miguel dos Milagres,7876
AL,27,08808,São Sebastião,34211
AL,27,08907,Satuba,13381
AL,27,08956,Senador Rui Palmeira,13909
AL,27,09004,Tanque d'Arca,6319
AL,27,09103,Taquarana,19980
AL,27,09152,Teotônio Vilela,44169
AL,27,09202,Traipu,27798
AL,27,09301,União dos Palmares,66017
AL,27,09400,Viçosa,26212
SE,28,00100,Amparo de São Francisco,2374
SE,28,00209,Aquidabã,21312
SE,28,00308,Aracaju,632744
SE,28,00407,Arauá,10574
SE,28,00506,Areia Branca,18164
SE,28,00605,Barra dos Coqueiros,28677
SE,28,00670,Boquim,26750
SE,28,00704,Brejo Grande,8218
SE,28,01009,Campo do Brito,17858
SE,28,01108,Canhoba,4057
SE,28,01207,Canindé de São Francisco,28279
SE,28,01306,Capela,33374
SE,28,01405,Carira,21484
SE,28,01504,Carmópolis,15622
SE,28,01603,Cedro de São João,5890
SE,28,01702,Cristinápolis,17911
SE,28,01900,Cumbe,3985
SE,28,02007,Divina Pastora,4890
SE,28,02106,Estância,68405
SE,28,02205,Feira Nova,5573
SE,28,02304,Frei Paulo,15047
SE,28,02403,Gararu,11724
SE,28,02502,General Maynard,3231
SE,28,02601,Gracho Cardoso,5848
SE,28,02700,Ilha das Flores,8597
SE,28,02809,Indiaroba,17385
SE,28,02908,Itabaiana,93572
SE,28,03005,Itabaianinha,41404
SE,28,03104,Itabi,5017
SE,28,03203,Itaporanga d'Ajuda,33317
SE,28,03302,Japaratuba,18288
SE,28,03401,Japoatã,13245
SE,28,03500,Lagarto,102257
SE,28,03609,Laranjeiras,29130
SE,28,03708,Macambira,6824
SE,28,03807,Malhada dos Bois,3653
SE,28,03906,Malhador,12598
SE,28,04003,Maruim,17151
SE,28,04102,Moita Bonita,11395
SE,28,04201,Monte Alegre de Sergipe,14853
SE,28,04300,Muribeca,7642
SE,28,04409,Neópolis,18958
SE,28,04458,Nossa Senhora Aparecida,8830
SE,28,04508,Nossa Senhora da Glória,35726
SE,28,04607,Nossa Senhora das Dores,26240
SE,28,04706,Nossa Senhora de Lourdes,6494
SE,28,04805,Nossa Senhora do Socorro,177344
SE,28,04904,Pacatuba,14164
SE,28,05000,Pedra Mole,3199
SE,28,05109,Pedrinhas,9449
SE,28,05208,Pinhão,6440
SE,28,05307,Pirambu,9063
SE,28,05406,Poço Redondo,33757
SE,28,05505,Poço Verde,23416
SE,28,05604,Porto da Folha,28492
SE,28,05703,Propriá,29655
SE,28,05802,Riachão do Dantas,19976
SE,28,05901,Riachuelo,10033
SE,28,06008,Ribeirópolis,18362
SE,28,06107,Rosário do Catete,10364
SE,28,06206,Salgado,20083
SE,28,06305,Santa Luzia do Itanhy,13836
SE,28,06503,Santa Rosa de Lima,3913
SE,28,06404,Santana do São Francisco,7607
SE,28,06602,Santo Amaro das Brotas,12025
SE,28,06701,São Cristóvão,86979
SE,28,06800,São Domingos,10971
SE,28,06909,São Francisco,3847
SE,28,07006,São Miguel do Aleixo,3902
SE,28,07105,Simão Dias,40526
SE,28,07204,Siriri,8677
SE,28,07303,Telha,3170
SE,28,07402,Tobias Barreto,51375
SE,28,07501,Tomar do Geru,13200
SE,28,07600,Umbaúba,24545
BA,29,00108,Abaíra,9226
BA,29,00207,Abaré,19574
BA,29,00306,Acajutiba,15717
BA,29,00355,Adustina,17153
BA,29,00405,Água Fria,17043
BA,29,00603,Aiquara,4767
BA,29,00702,Alagoinhas,154495
BA,29,00801,Alcobaça,23282
BA,29,00900,Almadina,6145
BA,29,01007,Amargosa,37807
BA,29,01106,Amélia Rodrigues,26441
BA,29,01155,América Dourada,16923
BA,29,01205,Anagé,20096
BA,29,01304,Andaraí,13723
BA,29,01353,Andorinha,14791
BA,29,01403,Angical,14724
BA,29,01502,Anguera,11299
BA,29,01601,Antas,19183
BA,29,01700,Antônio Cardoso,12225
BA,29,01809,Antônio Gonçalves,12187
BA,29,01908,Aporá,19146
BA,29,01957,Apuarema,7762
BA,29,02054,Araças,12450
BA,29,02005,Aracatu,14089
BA,29,02104,Araci,56370
BA,29,02203,Aramari,11314
BA,29,02252,Arataca,11737
BA,29,02302,Aratuípe,9127
BA,29,02401,Aurelino Leal,13089
BA,29,02500,Baianópolis,14195
BA,29,02609,Baixa Grande,21197
BA,29,02658,Banzaê,13711
BA,29,02708,Barra,54188
BA,29,02807,Barra da Estiva,22394
BA,29,02906,Barra do Choça,34853
BA,29,03003,Barra do Mendes,14526
BA,29,03102,Barra do Rocha,6424
BA,29,03201,Barreiras,153918
BA,29,03235,Barro Alto,15377
BA,29,03300,Barro Preto,6492
BA,29,03276,Barrocas,15770
BA,29,03409,Belmonte,23759
BA,29,03508,Belo Campo,18383
BA,29,03607,Biritinga,15799
BA,29,03706,Boa Nova,14577
BA,29,03805,Boa Vista do Tupim,18658
BA,29,03904,Bom Jesus da Lapa,69526
BA,29,03953,Bom Jesus da Serra,10554
BA,29,04001,Boninal,14585
BA,29,04050,Bonito,16873
BA,29,04100,Boquira,22429
BA,29,04209,Botuporã,11021
BA,29,04308,Brejões,15214
BA,29,04407,Brejolândia,10698
BA,29,04506,Brotas de Macaúbas,11070
BA,29,04605,Brumado,69255
BA,29,04704,Buerarema,19283
BA,29,04753,Buritirama,21549
BA,29,04803,Caatiba,10166
BA,29,04852,Cabaceiras do Paraguaçu,18978
BA,29,04902,Cachoeira,34535
BA,29,05008,Caculé,23545
BA,29,05107,Caém,10143
BA,29,05156,Caetanos,15982
BA,29,05206,Caetité,52531
BA,29,05305,Cafarnaum,18695
BA,29,05404,Cairu,17730
BA,29,05503,Caldeirão Grande,13641
BA,29,05602,Camacan,33197
BA,29,05701,Camaçari,286919
BA,29,05800,Camamu,36435
BA,29,05909,Campo Alegre de Lourdes,29938
BA,29,06006,Campo Formoso,72271
BA,29,06105,Canápolis,10142
BA,29,06204,Canarana,26382
BA,29,06303,Canavieiras,33268
BA,29,06402,Candeal,9011
BA,29,06501,Candeias,88806
BA,29,06600,Candiba,14667
BA,29,06709,Cândido Sales,26855
BA,29,06808,Cansanção,35235
BA,29,06824,Canudos,17177
BA,29,06857,Capela do Alto Alegre,12118
BA,29,06873,Capim Grosso,29346
BA,29,06899,Caraíbas,10016
BA,29,06907,Caravelas,22548
BA,29,07004,Cardeal da Silva,9747
BA,29,07103,Carinhanha,29955
BA,29,07202,Casa Nova,72172
BA,29,07301,Castro Alves,27286
BA,29,07400,Catolândia,3672
BA,29,07509,Catu,55719
BA,29,07558,Caturama,9762
BA,29,07608,Central,18140
BA,29,07707,Chorrochó,11522
BA,29,07806,Cícero Dantas,34478
BA,29,07905,Cipó,17602
BA,29,08002,Coaraci,19770
BA,29,08101,Cocos,19396
BA,29,08200,Conceição da Feira,22656
BA,29,08309,Conceição do Almeida,18525
BA,29,08408,Conceição do Coité,68146
BA,29,08507,Conceição do Jacuípe,33354
BA,29,08606,Conde,26194
BA,29,08705,Condeúba,18269
BA,29,08804,Contendas do Sincorá,4326
BA,29,08903,Coração de Maria,23146
BA,29,09000,Cordeiros,8834
BA,29,09109,Coribe,14976
BA,29,09208,Coronel João Sá,17098
BA,29,09307,Correntina,33183
BA,29,09406,Cotegipe,14403
BA,29,09505,Cravolândia,5560
BA,29,09604,Crisópolis,21617
BA,29,09703,Cristópolis,14302
BA,29,09802,Cruz das Almas,64197
BA,29,09901,Curaçá,35208
BA,29,10008,Dário Meira,12022
BA,29,10057,Dias d'Ávila,78058
BA,29,10107,Dom Basílio,12499
BA,29,10206,Dom Macedo Costa,4153
BA,29,10305,Elísio Medrado,8434
BA,29,10404,Encruzilhada,20331
BA,29,10503,Entre Rios,43006
BA,29,00504,Érico Cardoso,11437
BA,29,10602,Esplanada,36724
BA,29,10701,Euclides da Cunha,61228**
BA,29,10727,Eunápolis,113191
BA,29,10750,Fátima,18481
BA,29,10776,Feira da Mata,5914
BA,29,10800,Feira de Santana,617528
BA,29,10859,Filadélfia,17583
BA,29,10909,Firmino Alves,5786
BA,29,11006,Floresta Azul,11313
BA,29,11105,Formosa do Rio Preto,25372
BA,29,11204,Gandu,32809
BA,29,11253,Gavião,4712
BA,29,11303,Gentio do Ouro,11423
BA,29,11402,Glória,16072
BA,29,11501,Gongogi,8082
BA,29,11600,Governador Mangabeira,21267
BA,29,11659,Guajeru,8805
BA,29,11709,Guanambi,85797
BA,29,11808,Guaratinga,22355
BA,29,11857,Heliópolis,13762
BA,29,11907,Iaçu,26178
BA,29,12004,Ibiassucê,10502
BA,29,12103,Ibicaraí,24029
BA,29,12202,Ibicoara,19548
BA,29,12301,Ibicuí,16696
BA,29,12400,Ibipeba,18674
BA,29,12509,Ibipitanga,15296
BA,29,12608,Ibiquera,5158
BA,29,12707,Ibirapitanga,24180
BA,29,12806,Ibirapuã,8735
BA,29,12905,Ibirataia,17947
BA,29,13002,Ibitiara,16699
BA,29,13101,Ibititá,18727
BA,29,13200,Ibotirama,27655
BA,29,13309,Ichu,6311
BA,29,13408,Igaporã,16225
BA,29,13457,Igrapiúna,14395
BA,29,13507,Iguaí,27787
BA,29,13606,Ilhéus,180213
BA,29,13705,Inhambupe,40915
BA,29,13804,Ipecaetá,15521
BA,29,13903,Ipiaú,47501
BA,29,14000,Ipirá,62095
BA,29,14109,Ipupiara,10113
BA,29,14208,Irajuba,7472
BA,29,14307,Iramaia,10487
BA,29,14406,Iraquara,25006
BA,29,14505,Irará,29950
BA,29,14604,Irecê,73380
BA,29,14653,Itabela,31055
BA,29,14703,Itaberaba,66310
BA,29,14802,Itabuna,219680
BA,29,14901,Itacaré,27619
BA,29,15007,Itaeté,16446
BA,29,15106,Itagi,13359
BA,29,15205,Itagibá,15767
BA,29,15304,Itagimirim,7351
BA,29,15353,Itaguaçu da Bahia,14667
BA,29,15403,Itaju do Colônia,7353
BA,29,15502,Itajuípe,21754
BA,29,15601,Itamaraju,67249
BA,29,15700,Itamari,8514
BA,29,15809,Itambé,23327
BA,29,15908,Itanagra,8034
BA,29,16005,Itanhém,20611
BA,29,16104,Itaparica,22615
BA,29,16203,Itapé,10228
BA,29,16302,Itapebi,10882
BA,29,16401,Itapetinga,76184
BA,29,16500,Itapicuru,35987
BA,29,16609,Itapitanga,10800
BA,29,16708,Itaquara,8519
BA,29,16807,Itarantim,20091
BA,29,16856,Itatim,14763
BA,29,16906,Itiruçu,13307
BA,29,17003,Itiúba,38492
BA,29,17102,Itororó,21178
BA,29,17201,Ituaçu,19406
BA,29,17300,Ituberá,29108
BA,29,17334,Iuiú,11331
BA,29,17359,Jaborandi,9225
BA,29,17409,Jacaraci,15409
BA,29,17508,Jacobina,84811
BA,29,17607,Jaguaquara,55449
BA,29,17706,Jaguarari,33186
BA,29,17805,Jaguaripe,18647
BA,29,17904,Jandaíra,11063
BA,29,18001,Jequié,161528
BA,29,18100,Jeremoabo,41100
BA,29,18209,Jiquiriçá,15033
BA,29,18308,Jitaúna,13300
BA,29,18357,João Dourado,25141
BA,29,18407,Juazeiro,218324
BA,29,18456,Jucuruçu,10148
BA,29,18506,Jussara,15841
BA,29,18555,Jussari,6378
BA,29,18605,Jussiape,7229
BA,29,18704,Lafaiete Coutinho,4020
BA,29,18753,Lagoa Real,15801
BA,29,18803,Laje,23904
BA,29,18902,Lajedão,4022
BA,29,19009,Lajedinho,3974
BA,29,19058,Lajedo do Tabocal,8836
BA,29,19108,Lamarão,9442
BA,29,19157,Lapão,27521
BA,29,19207,Lauro de Freitas,191436
BA,29,19306,Lençóis,11445
BA,29,19405,Licínio de Almeida,12966
BA,29,19504,Livramento de Nossa Senhora,46035
BA,29,19553,Luís Eduardo Magalhães,79162
BA,29,19603,Macajuba,11837
BA,29,19702,Macarani,18786
BA,29,19801,Macaúbas,50262
BA,29,19900,Macururé,8365
BA,29,19926,Madre de Deus,20348
BA,29,19959,Maetinga,5174
BA,29,20007,Maiquinique,10082
BA,29,20106,Mairi,20097
BA,29,20205,Malhada,17455
BA,29,20304,Malhada de Pedras,8896
BA,29,20403,Manoel Vitorino,14488
BA,29,20452,Mansidão,13761
BA,29,20502,Maracás,23751
BA,29,20601,Maragogipe,46106
BA,29,20700,Maraú,21175
BA,29,20809,Marcionílio Souza,10951
BA,29,20908,Mascote,14877
BA,29,21005,Mata de São João,45813
BA,29,21054,Matina,12314
BA,29,21104,Medeiros Neto,23478
BA,29,21203,Miguel Calmon,27536
BA,29,21302,Milagres,11659
BA,29,21401,Mirangaba,18039
BA,29,21450,Mirante,9902
BA,29,21500,Monte Santo,54733
BA,29,21609,Morpará,8967
BA,29,21708,Morro do Chapéu,36717
BA,29,21807,Mortugaba,12477
BA,29,21906,Mucugê,10244
BA,29,22003,Mucuri,41068
BA,29,22052,Mulungu do Morro,12200
BA,29,22102,Mundo Novo,27165
BA,29,22201,Muniz Ferreira,7893
BA,29,22250,Muquém de São Francisco,11495
BA,29,22300,Muritiba,30743
BA,29,22409,Mutuípe,22833
BA,29,22508,Nazaré,29406
BA,29,22607,Nilo Peçanha,14188
BA,29,22656,Nordestina,13321
BA,29,22706,Nova Canaã,17082
BA,29,22730,Nova Fátima,8125
BA,29,22755,Nova Ibiá,7036
BA,29,22805,Nova Itarana,8312
BA,29,22854,Nova Redenção,9470
BA,29,22904,Nova Soure,25854
BA,29,23001,Nova Viçosa,43216
BA,29,23035,Novo Horizonte,12238
BA,29,23050,Novo Triunfo,15993
BA,29,23100,Olindina,26817
BA,29,23209,Oliveira dos Brejinhos,22774
BA,29,23308,Ouriçangas,8839
BA,29,23357,Ourolândia,17775
BA,29,23407,Palmas de Monte Alto,22416
BA,29,23506,Palmeiras,9130
BA,29,23605,Paramirim,22077
BA,29,23704,Paratinga,32636
BA,29,23803,Paripiranga,29878
BA,29,23902,Pau Brasil,10905
BA,29,24009,Paulo Afonso,119214
BA,29,24058,Pé de Serra,14471
BA,29,24108,Pedrão,7568
BA,29,24207,Pedro Alexandre,18135
BA,29,24306,Piatã,18473
BA,29,24405,Pilão Arcado,35428
BA,29,24504,Pindaí,16805
BA,29,24603,Pindobaçu,21062
BA,29,24652,Pintadas,10742
BA,29,24678,Piraí do Norte,10360
BA,29,24702,Piripá,12238
BA,29,24801,Piritiba,25027
BA,29,24900,Planaltino,9473
BA,29,25006,Planalto,26632
BA,29,25105,Poções,48729
BA,29,25204,Pojuca,37543
BA,29,25253,Ponto Novo,16168
BA,29,25303,Porto Seguro,145431
BA,29,25402,Potiraguá,8969
BA,29,25501,Prado,29218
BA,29,25600,Presidente Dutra,14712
BA,29,25709,Presidente Jânio Quadros,13586 ***
BA,29,25758,Presidente Tancredo Neves,27505
BA,29,25808,Queimadas,26083
BA,29,25907,Quijingue,28093**
BA,29,25931,Quixabeira,10033
BA,29,25956,Rafael Jambeiro,24349
BA,29,26004,Remanso,42275
BA,29,26103,Retirolândia,13319
BA,29,26202,Riachão das Neves,23264
BA,29,26301,Riachão do Jacuípe,35403
BA,29,26400,Riacho de Santana,36039
BA,29,26509,Ribeira do Amparo,15269
BA,29,26608,Ribeira do Pombal,51418
BA,29,26657,Ribeirão do Largo,8260
BA,29,26707,Rio de Contas,13616
BA,29,26806,Rio do Antônio,15628
BA,29,26905,Rio do Pires,12084
BA,29,27002,Rio Real,40809
BA,29,27101,Rodelas,8887
BA,29,27200,Ruy Barbosa,31867
BA,29,27309,Salinas da Margarida,15385
BA,29,27408,Salvador,2921087
BA,29,27507,Santa Bárbara,20754
BA,29,27606,Santa Brígida,15100
BA,29,27705,Santa Cruz Cabrália,28226
BA,29,27804,Santa Cruz da Vitória,6750
BA,29,27903,Santa Inês,11177
BA,29,28059,Santa Luzia,13626
BA,29,28109,Santa Maria da Vitória,41795
BA,29,28406,Santa Rita de Cássia,28822
BA,29,28505,Santa Teresinha,10586
BA,29,28000,Santaluz,36915
BA,29,28208,Santana,27260
BA,29,28307,Santanópolis,9442
BA,29,28604,Santo Amaro,61702
BA,29,28703,Santo Antônio de Jesus,101548
BA,29,28802,Santo Estêvão,53193
BA,29,28901,São Desidério,32640
BA,29,28950,São Domingos,9877
BA,29,29107,São Felipe,21582
BA,29,29008,São Félix,15091
BA,29,29057,São Félix do Coribe,15647
BA,29,29206,São Francisco do Conde,39329
BA,29,29255,São Gabriel,19542
BA,29,29305,São Gonçalo dos Campos,37554
BA,29,29354,São José da Vitória,6118
BA,29,29370,São José do Jacuípe,11061
BA,29,29404,São Miguel das Matas,12009
BA,29,29503,São Sebastião do Passé,45482
BA,29,29602,Sapeaçu,17664
BA,29,29701,Sátiro Dias,20320
BA,29,29750,Saubara,12238
BA,29,29800,Saúde,12739
BA,29,29909,Seabra,45202
BA,29,30006,Sebastião Laranjeiras,11528
BA,29,30105,Senhor do Bonfim,81330
BA,29,30204,Sento Sé,41464
BA,29,30154,Serra do Ramalho,33011
BA,29,30303,Serra Dourada,18389
BA,29,30402,Serra Preta,15351
BA,29,30501,Serrinha,83275
BA,29,30600,Serrolândia,13373
BA,29,30709,Simões Filho,133202
BA,29,30758,Sítio do Mato,13320
BA,29,30766,Sítio do Quinto,11767
BA,29,30774,Sobradinho,23583
BA,29,30808,Souto Soares,17332
BA,29,30907,Tabocas do Brejo Velho,13025
BA,29,31004,Tanhaçu,21282
BA,29,31053,Tanque Novo,17702
BA,29,31103,Tanquinho,8553
BA,29,31202,Taperoá,21091
BA,29,31301,Tapiramutá,17398
BA,29,31350,Teixeira de Freitas,157804
BA,29,31400,Teodoro Sampaio,8013
BA,29,31509,Teofilândia,23011
BA,29,31608,Teolândia,15178
BA,29,31707,Terra Nova,13547
BA,29,31806,Tremedal,18187
BA,29,31905,Tucano,55777
BA,29,32002,Uauá,25087
BA,29,32101,Ubaíra,20782
BA,29,32200,Ubaitaba,20813
BA,29,32309,Ubatã,27051
